,Amount,Date,Card Type,MCC Category,Location,Device,Previous Transactions,Balance Before Transaction,Time of Day,Velocity,Customer Age,Customer Income,Card Limit,Credit Score,Merchant Reputation,Merchant Location History,Spending Patterns,Online Transactions Frequency,Is Fraudulent
52,637.3499579932043,2023-10-26,Debit,Groceries,France,Desktop,6,7094.70299033339,2,-0.45082471278984093,64,142588.5591692315,17540.18903338321,393,Good,7,2716.7749915686018,Medium,0
53,659.5797878486186,2023-07-10,Debit,Electronics,UK,Desktop,1,3676.833071553115,13,0.34794473351224287,55,99952.41428586493,7064.227282020157,329,Average,4,1441.7890473597222,Medium,0
54,117.26983180165064,2023-08-18,Prepaid,Clothing,US,Mobile,6,7781.08255704333,5,0.28300042741689324,20,68104.92330916533,5903.818362145056,645,Average,11,812.9217306603662,Low,0
55,831.4932453814805,2023-08-05,Prepaid,Groceries,US,POS,1,6743.252706802965,16,-0.4909161044302063,58,73962.72097751513,6963.1499344541635,731,Average,18,2874.4238515990837,Low,0
56,792.1570673071071,2023-12-06,Credit,Clothing,France,POS,0,2059.5422824062443,5,-0.3475205127911666,30,84686.5985128268,16717.88441797373,440,Bad,9,4011.212309539031,High,0
57,95.75449135630662,2023-03-09,Debit,Groceries,US,Desktop,8,6680.836622018452,13,-0.019220011762886124,76,79073.90755667927,19440.511869330738,613,Average,5,1685.7572963211635,Low,0
58,708.0873612148441,2023-03-04,Debit,Clothing,Germany,Mobile,1,128.84884246870794,17,0.22935780228098712,57,145079.7954321066,10802.939435605878,815,Bad,8,4258.0827919171115,Low,0
59,590.586276169005,2023-02-17,Prepaid,Restaurants,US,Desktop,8,5657.187070538772,3,0.21835256856259666,59,62048.89997959996,14082.382460352688,478,Bad,10,1035.516465366137,Medium,0
60,464.2192806849314,2023-03-17,Prepaid,Restaurants,UK,Mobile,9,8994.992974320236,15,0.30672394194766905,72,44497.28981758929,8214.595418744866,668,Good,2,4692.3759556552295,Medium,0
61,451.71715126807544,2023-02-17,Credit,Entertainment,France,Desktop,2,9578.109433060345,20,-0.18120344132000576,49,68012.27034898257,13239.500230120775,519,Bad,5,2134.416974231426,Medium,0
62,326.3574066957139,2023-11-15,Credit,Clothing,Canada,POS,4,8718.516232340751,16,-0.45525627239096156,38,33811.29142854167,12352.305157919445,748,Average,7,4765.234568301142,Low,0
63,506.87479277434664,2023-03-05,Debit,Groceries,Canada,Mobile,7,4369.225325545938,0,-0.1623798574770482,62,110567.59628822826,15883.22520866899,801,Good,10,3673.292504978535,Medium,0
64,802.7390927373174,2023-10-30,Credit,Groceries,France,Desktop,3,4255.377651353082,6,0.10024128149671474,50,126196.00547180495,9297.710390897792,843,Average,17,4343.035235448161,Medium,0
65,831.401003042206,2023-04-30,Prepaid,Clothing,UK,Desktop,3,7193.40793078349,22,0.1850058494274598,65,33268.45804339433,15254.605022618005,355,Bad,16,1608.526293480724,Low,0
66,546.8803525196041,2023-01-26,Debit,Restaurants,UK,Mobile,0,1482.6505056634608,11,-0.10038000228206945,37,133273.47176106233,4229.658605085968,820,Bad,9,4697.186123082278,Medium,1
67,263.97666618051363,2023-11-12,Debit,Entertainment,France,Desktop,7,5439.9673414289055,10,-0.20370501845843425,66,80085.91100172584,8601.08017546573,669,Good,15,3017.122069894867,Medium,0
68,103.9104806266162,2023-05-27,Credit,Entertainment,France,Desktop,8,7238.065200432418,8,0.011404789025821205,66,55415.135413965305,7791.715033119344,686,Bad,15,3754.1268615881195,High,0
69,504.62724738971133,2023-02-24,Debit,Groceries,Canada,Mobile,0,7423.851029661332,12,-0.4701835546942399,75,21543.10294256669,12175.668641061387,641,Average,2,4528.154371308394,Low,0
70,721.8291798920117,2023-10-01,Prepaid,Travel,France,POS,4,3577.6642036024346,8,0.04539495273516847,48,88529.14581173363,1425.2068525172936,599,Good,2,1939.3170715271012,High,0
71,31.734463454437105,2023-04-22,Prepaid,Electronics,Canada,Desktop,9,8460.298631235803,22,-0.3135912278476759,60,22153.92510528596,17401.439712682255,675,Good,5,3788.8715375170545,Medium,0
72,501.71050081643665,2023-06-04,Prepaid,Restaurants,Germany,POS,9,6511.479556657693,2,0.008655961101791676,32,67931.44122005346,7481.395094848874,302,Average,10,3071.1182664984535,High,0
73,277.4081702714865,2023-08-27,Debit,Healthcare,Germany,Mobile,8,2307.7047677027504,1,-0.06325070172365355,53,74202.68779176587,19954.369477089356,822,Bad,4,3282.3522050168744,Low,0
74,270.54265266599714,2023-12-04,Prepaid,Healthcare,Germany,Mobile,8,3282.0382762604527,12,-0.2925579926691947,53,28619.42891423093,4973.669571778084,736,Bad,12,3000.1377706565427,Low,0
75,457.63321160486504,2023-07-22,Credit,Travel,US,POS,8,2407.8677434891692,16,-0.4556198015439359,38,96769.1903057282,12636.39458836216,728,Good,13,3039.856266613374,Low,0
76,69.061365582236,2023-11-06,Credit,Electronics,Germany,Mobile,3,5104.72101583623,11,-0.3774271048159282,39,82380.30388130562,15133.929698389655,326,Good,1,854.2987682322147,Medium,0
77,204.9662740277173,2023-10-08,Prepaid,Electronics,Germany,Mobile,3,4442.500276215412,9,0.2464583589764332,24,134883.47676358288,2809.7660984857016,461,Bad,18,1008.6933731453023,Low,0
78,718.1759473580228,2023-05-16,Credit,Healthcare,Canada,Mobile,1,7148.368350632379,22,0.2528943337696484,63,125152.21347700381,9777.59865174086,742,Average,13,3004.4999598896193,High,0
79,310.8425938011374,2023-12-07,Debit,Travel,UK,POS,5,6743.2713595356645,11,-0.04644941036412531,55,118128.44255669981,6120.69406742012,478,Bad,10,3980.8447309075673,High,0
80,356.884601014285,2023-05-22,Debit,Travel,UK,Mobile,3,9975.859154416059,9,-0.4543141004790969,75,76642.9753266446,9106.039769320643,792,Good,15,3438.9959385937627,Medium,0
81,688.7691173461219,2023-08-28,Credit,Electronics,Germany,POS,3,3290.9658810022984,8,-0.21658785718796902,38,98029.83865451698,18458.01174112964,461,Good,6,2377.5684507590436,Medium,0
82,342.73915615731875,2023-08-04,Debit,Electronics,US,Mobile,7,6773.4744418126165,13,-0.32711005761202905,64,126131.99479798417,2814.0827084310536,643,Average,15,4146.723529856288,High,0
83,378.47839912526115,2023-03-09,Prepaid,Healthcare,US,POS,0,3064.940638228609,2,0.19160286183079134,44,89106.11315669419,19788.817793907878,761,Average,1,4849.508477479202,Low,0
84,598.4646082557477,2023-09-04,Debit,Clothing,US,Mobile,1,3396.149685025835,3,0.49776267652211337,22,21725.50714675099,19686.337310304538,372,Bad,18,3983.641179803938,Low,0
85,666.4690448688168,2023-08-11,Credit,Clothing,Canada,POS,3,1355.4953122126958,21,0.1192561192052578,29,42265.83482342576,19404.4631784106,516,Bad,10,1865.01541922231,Low,0
86,808.5113096640597,2023-05-13,Prepaid,Healthcare,Canada,Desktop,3,8912.794980969693,10,-0.4491400075020785,44,30613.447326249967,4009.0912416741066,489,Average,8,2934.030981588262,Low,0
87,516.1049423760105,2023-03-23,Debit,Travel,Germany,Mobile,6,7693.8072574704875,11,0.36959869404017676,34,47871.42198126731,19186.13832862351,751,Good,17,742.0377318818041,Medium,0
88,414.18061125294963,2023-06-03,Credit,Groceries,US,POS,7,3896.74967585099,9,-0.3811823238147428,38,136388.3221929585,4144.846271378803,537,Bad,5,3268.0826068365122,High,0
89,557.8558288357248,2023-03-03,Debit,Groceries,France,Mobile,8,1864.7322117074766,2,0.3214624433184333,76,134369.1898207125,13066.54626473877,523,Good,9,900.9275343334502,Medium,0
90,115.05734561029298,2023-06-06,Credit,Healthcare,Germany,Mobile,7,4459.419458333313,6,-0.30788838567000776,41,31601.992601421716,18337.95192278948,390,Average,14,2793.3075919567077,Low,0
91,107.15646975877456,2023-04-08,Debit,Entertainment,France,Mobile,0,9446.10716531454,18,0.06634988868675895,26,46182.04951375573,1108.5608038646587,422,Bad,15,1467.6713850840983,Medium,0
92,489.3920601657478,2023-02-18,Credit,Groceries,France,POS,8,3264.2449985347944,15,0.4401368432598868,54,28748.41170683615,15073.25308680541,769,Average,16,3629.5326810612255,Medium,0
93,593.679070184064,2023-07-11,Debit,Electronics,Canada,Desktop,0,734.0855667475138,9,0.10075918987090393,20,113618.35552069271,18260.469674113083,721,Average,1,3854.9704655780442,Medium,0
94,613.7568337524325,2023-08-24,Debit,Entertainment,Canada,POS,2,1900.478721550488,4,-0.31788810924863264,57,128619.00862272248,4644.855701950188,661,Average,15,4707.859661471008,High,0
95,765.1588683017387,2023-11-14,Credit,Groceries,France,Mobile,1,7469.6164782140595,4,0.32373753407224626,29,45794.881210957166,4442.146326876726,675,Bad,6,3803.835964587714,Low,0
96,564.2193201263627,2023-09-20,Debit,Travel,Germany,Mobile,3,6584.953205421411,3,-0.3094494297009055,66,47433.858766926845,2965.75179724479,360,Good,16,755.5240425314978,Medium,0
97,826.5695937087928,2023-08-03,Credit,Healthcare,US,POS,1,6223.124807402435,6,0.09088490379997816,39,112675.88790682482,10671.761991922882,747,Average,13,2497.7182939100603,Low,0
98,623.0716858541911,2023-11-13,Credit,Entertainment,US,POS,6,7698.145867802734,11,-0.3950098308516806,71,72601.13087524896,2597.6488574170507,363,Bad,14,3745.1859243984118,Low,0
99,535.3408092224198,2023-11-02,Credit,Healthcare,France,Mobile,8,4717.5246866768975,3,-0.14504359011304224,54,126455.06696002286,1478.4596483879645,696,Good,1,508.56873078526786,High,0
100,641.4090511291846,2023-01-19,Credit,Restaurants,Germany,Desktop,4,2952.0962584038207,23,0.3276086013049657,56,124408.9243175705,18351.126802284696,413,Good,10,4565.2461561624295,Low,0
101,434.8927981786333,2023-10-08,Credit,Healthcare,US,POS,1,7809.000835068687,3,0.2573072512890079,70,50365.96059732413,1761.9600797857274,408,Bad,2,2384.3262687952383,Low,0
102,664.5632385738405,2023-09-25,Prepaid,Electronics,US,POS,0,4351.380738012733,7,0.49306383750180205,71,81310.76508439504,19402.038109075882,575,Bad,10,1637.830537673382,High,0
103,605.6333244413432,2023-01-20,Prepaid,Entertainment,UK,Mobile,4,6452.470615816917,2,0.2925203300081387,27,38700.56590485609,2992.518469122107,470,Average,9,2470.915539348603,Low,0
104,947.7837616778748,2023-11-21,Prepaid,Restaurants,US,POS,3,6169.311401508074,8,0.327591556096667,49,79290.14036376041,17046.660672168942,549,Bad,10,3057.8929292872062,High,1
105,60.87680538302506,2023-12-12,Prepaid,Restaurants,US,Mobile,3,9148.446225651023,2,0.38349417457270596,37,82852.15361865342,18678.811996452354,607,Average,7,974.8932109029956,High,0
106,146.0216991968367,2023-06-05,Prepaid,Groceries,US,POS,6,3523.1271497359176,22,-0.2523327145880434,65,48820.53948943845,3035.234824594327,561,Average,4,3997.9174548013875,Medium,0
107,819.9725319300244,2023-12-28,Debit,Groceries,US,Mobile,8,5546.867555963374,7,-0.03350733706915687,52,103217.39253639113,1027.1321499468177,755,Bad,3,2969.035042335061,Low,0
108,845.1128616270308,2023-01-02,Credit,Groceries,Canada,Desktop,4,4348.337979360103,23,-0.015947061492826875,20,59380.644534611594,16075.890703357623,563,Good,18,4603.836767002076,Low,0
109,403.7808216088669,2023-08-16,Prepaid,Clothing,Canada,Mobile,8,5951.94177310829,13,-0.013817782376253862,31,41213.42749742376,16321.763358388389,705,Good,9,1385.6802167232759,Medium,0
110,184.8038934315205,2023-05-30,Credit,Healthcare,US,Desktop,3,7028.194908936903,15,0.3593870544383858,55,53260.418638247786,1363.714783703578,395,Average,10,2504.2574960581564,Low,0
111,78.46985620200816,2023-04-08,Prepaid,Restaurants,UK,Desktop,9,601.990108195296,6,-0.06607972705845633,55,109597.68256458151,19621.315959166055,417,Good,13,3538.091227482017,Medium,0
112,930.5055382939508,2023-10-30,Credit,Entertainment,US,Desktop,6,7317.224405242547,0,0.16820392937536666,35,86374.45750213068,9497.523180014656,845,Bad,5,3993.823846535439,Medium,0
113,848.3123601753199,2023-01-21,Prepaid,Electronics,US,Desktop,6,3593.401401116973,18,-0.23039675935153703,59,58189.402725233376,10501.102130937956,756,Average,12,1672.580014859738,Medium,0
114,676.0648117984798,2023-10-03,Prepaid,Entertainment,Germany,Mobile,7,1123.5323122984246,15,0.1678143025483666,47,40517.25477264951,8137.412219854474,472,Good,5,2134.3715023004024,Medium,0
115,684.0660042153161,2023-09-22,Prepaid,Electronics,Canada,POS,5,3229.9600030409724,16,-0.0017338147078933552,29,30501.631764251757,18716.41972925445,470,Bad,11,1076.3713730716704,Low,0
116,824.2824356459303,2023-08-21,Debit,Groceries,France,POS,6,9721.4567320096,18,-0.2616983617204871,74,23977.861944119773,13963.529620609246,552,Good,4,4363.708670186296,High,0
117,170.96420031803726,2023-02-24,Credit,Groceries,Canada,Desktop,2,5962.22057721147,2,0.47013025591283153,49,83427.07456996388,8973.926928057112,443,Good,18,1318.0508058084001,Medium,0
118,682.9386535722028,2023-11-21,Debit,Clothing,Canada,Desktop,3,1806.678071342756,11,-0.341392961611382,44,139601.39668461782,13849.67778981145,542,Bad,1,2193.0973670265125,Medium,0
119,884.8032163222921,2023-06-03,Prepaid,Entertainment,Canada,Mobile,7,5694.4954104624485,6,0.19270668582023243,23,29038.4524844651,15277.524011033025,672,Bad,7,4878.151316828787,High,0
120,811.4486008782808,2023-06-17,Prepaid,Entertainment,US,Desktop,7,2938.7933541992193,5,-0.4069401982358861,47,141266.61734408903,771.512580158758,529,Good,8,4793.799083165215,Medium,0
121,377.8555278749881,2023-12-02,Prepaid,Clothing,France,Desktop,2,6066.426006472414,8,0.2752407764134406,31,135870.08284516353,3262.4631820548457,775,Bad,5,2290.2912265870946,Medium,0
122,487.1071139384563,2023-09-02,Debit,Healthcare,France,Mobile,0,4719.077455325947,23,-0.3440572806140645,73,52593.398509305574,12668.599251667601,548,Good,17,4568.709591484914,Medium,0
123,982.9541681632201,2023-06-17,Prepaid,Clothing,France,Desktop,8,6297.551701403345,7,0.4864065904641506,24,88509.7473177505,17922.46265563151,340,Good,19,2092.5227769087933,Medium,0
124,314.66430198592474,2023-04-28,Credit,Clothing,US,Mobile,1,9920.660088513267,5,0.3801228236417148,73,89009.39517864994,4724.663765809395,828,Good,19,2072.653545411674,Low,0
125,377.07240931784764,2023-06-08,Debit,Clothing,Germany,Mobile,3,1553.6150132334585,6,0.06750677532569938,20,34748.140732208456,5450.4892469458655,332,Good,11,991.5382075914652,Medium,0
126,514.2892447633615,2023-04-09,Debit,Healthcare,France,POS,0,1949.8885559050777,23,-0.15760858349277296,72,146928.75243144503,13960.980440851788,637,Bad,2,3870.726226393031,Medium,0
127,365.4799522764961,2023-02-21,Prepaid,Electronics,US,Desktop,4,3544.5120929082595,20,0.08127172655079551,59,98548.34807550743,4330.327860956366,768,Average,15,754.3886481799185,High,0
128,337.66459647688424,2023-05-08,Credit,Healthcare,Canada,Mobile,3,2769.011942901357,1,0.07614305061141757,32,69906.00291869117,15916.727137965554,369,Average,6,4001.3214016235574,High,0
129,250.6888395377624,2023-05-27,Credit,Clothing,UK,Mobile,7,9217.231676582654,17,0.14349264245567717,29,130496.39097440786,15177.047482522757,794,Average,7,894.7257085036158,Low,0
130,965.2355543605208,2023-08-19,Debit,Electronics,Canada,POS,9,1963.2021235895907,8,-0.18335382446191895,55,101384.08341677989,4932.433785659915,635,Good,9,1919.1015201153948,High,0
131,687.8528820980717,2023-10-30,Debit,Healthcare,UK,POS,2,4518.322108092133,6,-0.24826153908107274,48,99641.23392188973,5937.75930895083,494,Bad,7,3839.3010466378355,Medium,0
132,188.22935018487863,2023-04-06,Prepaid,Healthcare,Germany,Desktop,2,9761.42463794016,10,0.3956768260305231,57,123943.99834571031,16976.99640106465,775,Average,15,2809.8786230902165,High,0
133,350.7485007411313,2023-10-19,Debit,Electronics,UK,Mobile,3,7198.12010722875,4,0.313278485163647,34,142318.41504921316,17744.376733591256,805,Bad,7,4281.450103675056,Medium,0
134,332.6691334659516,2023-08-08,Credit,Groceries,France,Desktop,4,3461.0013487241267,23,-0.13171772284229488,63,142091.37875852475,5263.586269254324,363,Good,11,675.9994116589621,Medium,1
135,692.1298730768154,2023-01-16,Debit,Clothing,France,Mobile,9,8452.738021487306,7,-0.3450271169932817,43,106341.26210667207,2046.2382182880267,677,Good,13,2948.9732485788263,Low,0
136,23.15594322813031,2023-04-15,Prepaid,Electronics,US,Desktop,6,8848.713544772583,13,0.44795704940472203,24,107794.55594157132,11812.514779493138,568,Bad,5,1362.5623238062021,Low,0
137,647.8646986518879,2023-09-19,Prepaid,Electronics,Canada,Mobile,5,6166.366014835359,19,0.40135425202691677,20,102970.89401489189,17162.416094785483,512,Bad,8,3001.1169167279886,Medium,0
138,629.6741678969896,2023-11-01,Prepaid,Entertainment,US,Desktop,0,7748.203940756976,1,-0.3783005084424651,47,26889.033298681563,8155.030450099862,427,Bad,17,2279.1233057421796,Low,0
139,232.82807500224408,2023-10-08,Credit,Clothing,UK,Desktop,9,9928.65772112537,4,0.4443591241468341,39,22521.01313493808,3316.788303344459,511,Average,9,4691.425427031347,High,0
140,252.47885353086124,2023-03-02,Debit,Healthcare,UK,POS,0,3638.2627351244173,0,-0.2379761309283951,56,146404.00210675987,16195.487875243929,593,Good,13,3324.8290613353424,High,0
141,518.6039397890042,2023-10-19,Prepaid,Entertainment,Germany,Desktop,2,4337.656038706768,17,-0.3700586183705109,42,141506.5515159067,8399.62053485078,348,Bad,13,1750.7257159066737,Low,0
142,752.7687950994065,2023-09-12,Credit,Clothing,Canada,Mobile,4,3255.520566005344,17,0.41545802648633934,25,122145.00816733182,2888.7141626357998,740,Average,1,3651.2422485579946,High,0
143,438.8227797978113,2023-11-09,Prepaid,Healthcare,UK,POS,1,7296.266547748728,10,0.15757573267436342,39,58276.51594983095,704.8599894816265,670,Bad,7,3936.57210700476,Low,0
